样本编号	批次号	项目代码	捕获芯片	分析范围	捕获率	目标区域平均深度	目标区域覆盖度(%)	测序数据量(M)	重复率	去重复深度	比对(PE)	比对(SE)	插入片段均值	>=2x目标区域覆盖度(%)	>=5x目标区域覆盖度(%)	>=10x目标区域覆盖度(%)	>=20x目标区域覆盖度(%)	>=30x目标区域覆盖度(%)	>=40x目标区域覆盖度(%)	>=50x目标区域覆盖度(%)	>=100x目标区域覆盖度(%)	GC含量	Q20	Q30	"波动值
"
AFC366	b6699auto	NBCW	NT01T	NT01T	78.55	1414.24	99.92	94430	0.226455576413557	1087.47	99.6	0.11	190.02	99.86		99.6	99.53	99.5	99.47	99.46	99.4	49.64	98.79	95.38	0.255117284944
AFC449	b6701auto	Ncec	NT01T	NT01T	85.57	1709.15	99.79	102948	0.58481048527133	660.34	99.68	0.06	185.45	99.76		99.62	99.57	99.54	99.51	99.49	99.42	51.43	99.0	96.18	0.16801903819
AFC806	b6703auto	NCP980	NPC980	NPC980	72.01	5737.4	99.97	21339	0.285767213975096	3762.81	99.79	0.08	175.37	99.94		99.92	99.92	99.91	99.91	99.9	99.82	49.76	98.89	95.78	0.224244726378
AFC807DZ	b6703auto	NCP980	NPC980	NPC980	79.43	170.03	99.55	11100	0.0474889670663348	161.92	99.59	0.14	175.4	99.44		99.23	99.14	99.04	98.89	98.65	89.22	49.13	98.9	95.78	0.182522012545
AFC547	b6703auto	NCP980	NPC980	NPC980	74.24	5215.95	99.97	18710	0.247828726050993	3693.23	99.73	0.11	193.34	99.97		99.94	99.93	99.92	99.91	99.9	99.85	51.55	98.62	94.88	0.285618126073
AFC548DZ	b6701auto	NCP980	NPC980	NPC980	80.91	185.55	99.67	11845	0.0680208807171501	172.71	99.61	0.11	174.86	99.59		99.45	99.37	99.28	99.1	98.78	90.33	50.64	98.83	95.57	0.216902478754
AFC970	b6703auto	NCP980	NPC980	NPC980	70.81	4633.79	100.0	17375	0.214293120159219	3410.78	99.69	0.1	187.86	99.97		99.95	99.93	99.9	99.87	99.85	99.78	51.02	98.46	94.2	0.282966695849
AFC970DZ	b6703auto	NCP980	NPC980	NPC980	79.83	240.46	99.75	15800	0.0530656205119311	227.69	99.61	0.11	187.92	99.66		99.47	99.39	99.32	99.24	99.14	97.17	49.36	98.85	95.59	0.171323703856
AFC804	b6703auto	NCP980	NPC980	NPC980	75.65	5971.98	99.99	21272	0.285865494654112	3946.38	99.83	0.06	180.83	99.98		99.94	99.92	99.89	99.87	99.85	99.76	50.79	98.81	95.51	0.261137753109
AFC804DZ	b6703auto	NCP980	NPC980	NPC980	79.71	193.46	99.51	12468	0.0476183893564054	184.21	99.58	0.14	167.77	99.41		99.23	99.16	99.08	98.99	98.85	93.59	49.19	98.88	95.69	0.179960033572
AFC971	b6703auto	NCP980	NPC980	NPC980	75.82	6160.68	99.99	21692	0.267247130348832	4231.66	99.76	0.1	197.9	99.98		99.96	99.95	99.95	99.94	99.93	99.86	51.9	98.7	95.12	0.291525088704
AFC972DZ	b6703auto	NCP980	NPC980	NPC980	82.06	179.67	99.67	11528	0.0463007732858212	171.32	99.62	0.12	188.22	99.58		99.43	99.34	99.24	99.09	98.84	91.0	49.12	98.78	95.36	0.17816896298
AFC802	b6703auto	NCP980	NPC980	NPC980	79.81	7166.32	100.0	23150	0.385314091307183	3863.61	99.85	0.04	204.88	99.98		99.89	99.83	99.76	99.71	99.66	99.44	55.26	98.64	94.97	0.511498959297
AFC802DZ	b6703auto	NCP980	NPC980	NPC980	83.35	225.92	99.48	14092	0.0553126526955493	213.33	99.65	0.11	180.36	99.39		99.24	99.16	99.1	99.02	98.92	96.73	49.46	98.85	95.6	0.179982535338
AFC812	b6703auto	NCpc	NCP1	NCP1	87.38	69570.72	100.0	33963	0.681925390243364	18868.04	99.8	0.07	178.22	100.0		100.0	100.0	100.0	99.99	99.99	99.98	51.12	98.9	95.84	0.130496263997
AFC812DZ	b6703auto	NCpc	NCP1	NCP1	87.38	11713.05	100.0	5720	0.330342882434	7437.55	99.78	0.09	177.85	100.0		99.99	99.98	99.96	99.95	99.94	99.86	51.25	98.85	95.66	0.186922498588
AFC807	b6703auto	NCP980c	NPC980	NPC980	76.23	11666.3	100.0	41537	0.676699366012227	2382.78	99.89	0.04	214.78	99.99		99.95	99.9	99.88	99.87	99.86	99.83	51.24	98.31	93.54	0.128910533749
AFC982	b6703auto	NCP980c	NPC980	NPC980	78.7	15434.07	99.98	53136	0.882305898441316	564.75	99.81	0.08	200.62	99.97		99.97	99.96	99.93	99.92	99.91	99.89	51.7	98.77	95.27	0.152081851486
AFC982DZ	b6703auto	NCP980c	NPC980	NPC980	78.23	240.86	99.76	16071	0.0482696034175852	229.29	99.55	0.14	182.13	99.67		99.45	99.38	99.31	99.23	99.13	96.95	48.79	98.77	95.24	0.178046395001
AFC548	b6701auto	NCP980c	NPC980	NPC980	65.19	14518.87	99.97	58941	0.69179731172897	1876.78	99.79	0.07	190.22	99.95		99.94	99.91	99.9	99.89	99.88	99.84	52.41	98.88	95.78	0.136799371595
AFC972	b6703auto	NCP980c	NPC980	NPC980	78.9	14101.5	100.0	48373	0.870109045429057	627.17	99.79	0.09	196.66	99.99		99.97	99.96	99.95	99.94	99.93	99.9	51.75	98.59	94.54	0.155810081975
AFC809	b6703auto	NCP980c	NPC980	NPC980	78.08	15920.86	100.0	53767	0.763718190974981	2031.6	99.84	0.06	190.59	99.99		99.99	99.98	99.97	99.95	99.94	99.92	52.04	98.78	95.37	0.151548446827
AFC809DZ	b6703auto	NCP980c	NPC980	NPC980	79.08	211.86	99.72	13838	0.0459360769469233	202.09	99.57	0.13	175.58	99.63		99.44	99.37	99.3	99.2	99.07	95.46	49.49	98.89	95.73	0.173495239512
AFC801	b6702auto	NBCW	NT01T	NT01T	82.72	1295.19	99.89	81695	0.129375402265946	1121.32	99.57	0.15	182.52	99.79		99.55	99.51	99.48	99.46	99.45	99.39	50.03	98.49	94.67	0.191981020601
AFC801DZ	b6703auto	NBCW	NT01T	NT01T	82.95	200.37	99.67	12832	0.0473211852709588	190.8	98.96	0.3	197.41	99.59		99.44	99.36	99.28	99.18	99.02	94.61	50.13	98.83	95.51	0.177166976879
AFA642	b6675	NCp1	NPC69	NPC69	64.28	2728.66	99.98	1565	0.131434858912527	2305.67	98.99	0.1	198.06	99.95		99.77	99.44	99.23	99.11	98.99	98.49	46.89	98.63	94.93	0.293441832441
AFA007DZ	b6668auto	NCp1	NPC69	NPC69	57.67	144.9	99.72	13776	0.0217654584399875	142.13	99.3	0.19	213.12	99.63		99.39	99.25	99.1	98.84	98.31	80.17	46.9	98.83	95.38	0.199552508125
AFA640	b6675	Ncet	NT01T	NT01T	82.45	1438.76	99.78	92244	0.207897275792905	1130.53	99.64	0.08	203.79	99.68		99.4	99.35	99.33	99.3	99.28	99.2	51.62	98.38	94.19	0.316684238285
AFD461	b6709auto	NCAPX	NVT	NVT	77.79	40758.97	100.0	11772	0.675527768368891	10804.77	99.78	0.07	192.71	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.55	98.81	95.72	0.13093987943
AFD461DZ	b6709auto	NCAPX	NVT	NVT	79.26	16999.15	100.0	4795	0.383886160354452	9707.87	99.75	0.09	187.84	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.9	98.82	95.75	0.190522261926
AEY042	b6644auto	NCAPX	NVT	NVT	26.78	13592.28	100.0	11565	0.157356736690562	8407.96	99.0	0.19	186.38	100.0		100.0	100.0	100.0	100.0	100.0	100.0	45.17	98.86	95.61	0.161971166113
AEY042DZ	b6709auto	NCAPX	NVT	NVT	78.55	25657.51	100.0	7102	0.617393139687783	8141.59	99.26	0.2	159.57	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.12	98.86	95.93	0.179912390851
AFD463	b6709auto	NCAPX	NVT	NVT	76.85	39168.24	100.0	11462	0.65337783823883	10919.01	99.75	0.08	191.59	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.91	98.81	95.66	0.133956549302
AFD463DZ	b6709auto	NCAPX	NVT	NVT	78.73	24066.72	100.0	6821	0.458244350720924	11785.7	99.72	0.1	183.7	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.17	98.8	95.68	0.165556588183
AFD338	b6709auto	NCp1	NPC69	NPC69	69.15	2571.67	99.91	1344	0.135308065433323	2170.41	99.72	0.09	183.77	99.85		99.55	99.18	98.96	98.77	98.6	97.93	45.68	98.91	96.01	0.120660822084
AFD339DZ	b6709auto	NCp1	NPC69	NPC69	81.04	211.86	99.71	13750	0.0577913222290582	199.43	99.6	0.12	189.51	99.63		99.49	99.41	99.33	99.22	99.03	94.26	50.2	98.82	95.69	0.217323490025
AFD464	b6709auto	NCAPX	NVT	NVT	78.03	38512.06	100.0	11127	0.653298816195288	11021.63	99.76	0.08	193.41	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.26	98.83	95.75	0.135349771285
AFD464DZ	b6709auto	NCAPX	NVT	NVT	77.22	25189.21	100.0	7324	0.463369589384856	12052.86	99.72	0.09	186.88	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.13	98.85	95.85	0.160234750199
AFD462	b6709auto	NCAPX	NVT	NVT	79.96	56174.57	100.0	15847	0.774735218127995	9670.75	99.76	0.08	193.17	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.47	98.83	95.79	0.114221495174
AFD462DZ	b6709auto	NCAPX	NVT	NVT	77.51	16636.85	100.0	4800	0.380797728882909	9368.94	99.72	0.09	187.88	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.59	98.84	95.83	0.199705480759
AFD333	b6709auto	NCP980	NPC980	NPC980	64.82	4254.2	99.97	16828	0.28451267411007	2656.17	99.74	0.1	196.73	99.93		99.9	99.87	99.83	99.78	99.75	99.57	53.55	98.48	94.49	0.388437509121
AFD334DZ	b6709auto	NCP980	NPC980	NPC980	80.98	241.92	99.7	15753	0.0628665388526994	226.43	99.6	0.13	190.55	99.62		99.47	99.41	99.35	99.28	99.18	96.71	49.72	98.87	95.84	0.213700922347
AFD587	b6709auto	NCP980	NPC980	NPC980	56.16	4656.95	100.0	21105	0.305799553843374	2615.27	99.7	0.11	177.44	99.96		99.95	99.92	99.9	99.88	99.86	99.74	52.23	98.83	95.77	0.283172668565
AFD587DZ	b6709auto	NCP980	NPC980	NPC980	80.4	260.38	99.74	17003	0.070150077399216	241.76	99.59	0.12	188.29	99.66		99.5	99.44	99.38	99.31	99.22	97.27	50.08	98.88	95.92	0.215440209437
AFD455	b6709auto	NCP980	NPC980	NPC980	60.82	4907.99	100.0	20410	0.414397153852798	2166.09	99.76	0.09	174.44	99.97		99.92	99.91	99.89	99.85	99.82	99.69	52.88	98.87	95.94	0.263196407192
AFD455DZ	b6709auto	NCP980	NPC980	NPC980	80.15	219.86	99.59	14741	0.0639630819043836	205.49	99.65	0.09	218.87	99.5		99.31	99.23	99.15	99.03	98.88	95.29	50.02	98.7	95.16	0.22810878865
AFD340	b6709auto	NCp2	NPC69	NPC69	73.57	100680.7	100.0	49593	0.950959165739241	1450.37	99.79	0.06	170.17	99.99		99.89	99.8	99.76	99.72	99.69	99.51	46.0	98.99	96.29	0.0881216200031
AFD459	b6709auto	NBAP	NLP	NLP	81.56	30168.1	100.0	32035	0.623754721549707	9655.72	99.8	0.07	185.45	100.0		100.0	100.0	100.0	100.0	100.0	100.0	54.13	98.79	95.62	0.188542753978
AFD457DZ	b6709auto	NBAP	NLP	NLP	82.23	221.18	99.58	14194	0.0639308364103703	206.87	99.65	0.09	197.04	99.49		99.29	99.21	99.13	99.01	98.82	94.97	50.83	98.88	95.89	0.231693167355
AFD334	b6709auto	NCP980c	NPC980	NPC980	68.81	11712.14	99.96	44518	0.641735216110272	2207.01	99.71	0.11	178.57	99.94		99.92	99.9	99.88	99.87	99.85	99.81	52.76	98.53	94.7	0.168403182564
AFD783	b6711auto	NCP980	NPC980	NPC980	61.52	4533.59	99.98	18911	0.22859009001373	3094.15	99.71	0.11	200.1	99.94		99.9	99.86	99.83	99.79	99.76	99.62	53.49	98.33	94.23	0.447716277626
AFD784DZ	b6711auto	NCP980	NPC980	NPC980	79.08	226.16	99.71	14830	0.0586752043852765	212.73	99.56	0.14	175.98	99.64		99.47	99.4	99.34	99.26	99.13	95.65	49.67	98.69	95.36	0.210016023562
AFD688	b6711auto	NCP393	NPC980	NPC980	60.46	3621.5	100.0	15395	0.282275545367188	2306.82	99.76	0.09	167.35	99.98		99.95	99.93	99.89	99.85	99.81	99.67	52.19	98.38	94.37	0.312557908476
AFD688DZ	b6711auto	NCP393	NPC980	NPC980	81.37	215.93	99.61	13662	0.061984003605529	202.4	99.6	0.11	173.27	99.5		99.28	99.21	99.15	99.07	98.95	95.33	50.2	98.56	94.93	0.216987978415
AFC973	b6709auto	NCP980	NPC980	NPC980	61.86	4799.16	99.97	19998	0.247181990068053	3241.63	99.69	0.11	195.76	99.94		99.89	99.87	99.83	99.8	99.78	99.65	52.95	98.72	95.36	0.4004200535
AFC974DZ	b6709auto	NCP980	NPC980	NPC980	81.39	176.94	99.67	11414	0.0599406891607851	166.17	99.59	0.13	186.34	99.59		99.45	99.37	99.26	99.07	98.72	89.17	49.87	98.81	95.67	0.209631543063
AFD690	b6711auto	NCP980	NPC980	NPC980	61.67	4954.11	99.98	20979	0.216047493505414	3522.13	99.72	0.1	185.94	99.93		99.88	99.86	99.84	99.8	99.77	99.66	52.26	98.52	94.85	0.352015811311
AFD690DZ	b6711auto	NCP980	NPC980	NPC980	79.2	223.61	99.71	14598	0.0602640235618203	210.11	99.58	0.13	173.44	99.64		99.47	99.4	99.34	99.25	99.11	95.42	49.85	98.7	95.39	0.210300131942
AFD460	b6709auto	NCP980c	NPC980	NPC980	67.7	18525.85	99.97	71599	0.792749924699514	824.15	99.75	0.08	179.37	99.96		99.95	99.93	99.92	99.9	99.89	99.85	53.12	98.87	95.93	0.134931901452
AFD460DZ	b6709auto	NCP980c	NPC980	NPC980	75.89	188.76	99.74	12741	0.0624012268704623	176.56	99.42	0.21	159.37	99.65		99.47	99.4	99.31	99.18	98.92	90.92	49.81	98.92	96.11	0.208786304785
AFD588	b6711auto	NCpc	NCP1	NCP1	83.74	52519.77	100.0	27458	0.955544887214249	405.16	99.84	0.05	220.84	100.0		100.0	100.0	100.0	99.98	99.97	99.88	51.93	98.22	93.74	0.0713433744543
AFD588DZ	b6711auto	NCpc	NCP1	NCP1	83.77	10214.02	100.0	5243	0.336901667314946	6276.76	99.77	0.07	188.17	100.0		99.99	99.96	99.94	99.94	99.91	99.86	51.62	98.6	95.13	0.210750373787
AFD687	b6711auto	NCp2	NPC69	NPC69	73.6	79701.7	99.95	39460	0.976048407078469	422.71	99.78	0.08	174.36	99.94		99.92	99.91	99.87	99.84	99.81	99.55	45.8	98.68	95.28	0.0881258249366
AFD686DZ	b6711auto	NCp2	NPC69	NPC69	82.47	142.26	99.65	9032	0.0436140826708194	136.08	99.64	0.1	189.55	99.58		99.44	99.32	99.11	98.67	97.71	75.96	50.39	98.53	94.86	0.212880409413
AFD681	b6711auto	NBAP	NLP	NLP	78.59	23584.55	100.0	26104	0.462069012472188	11369.12	99.71	0.1	184.99	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.64	98.24	94.01	0.235142952855
AFD681DZ	b6711auto	NBAP	NLP	NLP	79.78	4520.71	100.0	4893	0.223911574496702	3341.06	99.7	0.09	182.97	100.0		100.0	100.0	100.0	100.0	99.99	99.99	53.76	98.54	94.99	0.28718405906
AFD784	b6711auto	NCP980c	NPC980	NPC980	65.29	12535.1	99.97	51250	0.6281253360171	2337.51	99.82	0.06	203.55	99.94		99.92	99.9	99.89	99.87	99.86	99.82	52.12	98.45	94.58	0.160501924995
AFC974	b6711auto	NCP980c	NPC980	NPC980	67.18	12603.51	99.97	49524	0.771697938395644	768.99	99.76	0.09	176.25	99.92		99.88	99.86	99.83	99.82	99.8	99.74	52.53	98.47	94.75	0.155655837991
AFD336	b6709auto	Ncet	NT01T	NT01T	82.55	1573.14	99.88	99499	0.237305383271292	1184.46	99.65	0.09	191.94	99.81		99.6	99.55	99.52	99.5	99.49	99.43	50.5	99.0	96.4	0.203476028871
AFD339	b6709auto	Ncec	NT01T	NT01T	85.13	1734.33	99.8	105403	0.625288950020805	592.63	99.63	0.09	186.24	99.77		99.62	99.57	99.54	99.51	99.49	99.42	50.09	98.91	96.04	0.169165779866
AFD457	b6709auto	NBCW	NT01T	NT01T	80.41	1458.37	99.79	94980	0.217033069010908	1129.17	99.6	0.11	194.08	99.7		99.4	99.35	99.32	99.3	99.29	99.23	49.83	98.78	95.54	0.196842800883
AFD686	b6711auto	Ncec	NT01T	NT01T	86.19	1607.06	99.76	95649	0.769841012952193	319.47	99.63	0.1	181.17	99.73		99.59	99.54	99.51	99.48	99.46	99.39	51.24	98.6	95.1	0.152175542343
AFD969	b6715auto	NBAP	NLP	NLP	83.31	22870.03	100.0	23808	0.542533873527563	9567.69	99.78	0.08	186.92	100.0		100.0	100.0	100.0	100.0	100.0	100.0	54.55	98.76	95.39	0.274660117478
AFD969DZ	b6715auto	NBAP	NLP	NLP	82.08	4860.16	100.0	5122	0.267358679173034	3408.09	99.57	0.13	192.49	100.0		100.0	100.0	100.0	100.0	100.0	99.99	54.73	98.78	95.51	0.342299737099
AFE256	b6717auto	NCP980	NPC980	NPC980	67.45	5164.0	99.96	19883	0.24372732641106	3546.05	99.74	0.1	203.86	99.93		99.9	99.88	99.87	99.84	99.81	99.69	53.78	98.19	93.82	0.446090544224
AFE256DZ	b6715auto	NCP980	NPC980	NPC980	81.33	251.5	99.68	16318	0.0819008853368418	230.63	99.63	0.11	193.5	99.61		99.47	99.41	99.34	99.26	99.15	96.9	50.27	98.69	95.03	0.215363839272
